obsID,SA3,SA8
9692,ter. locomotion,forage
9693,no locomotion,sit
9694,ter. locomotion,forage
9695,ter. locomotion,forage
9696,no locomotion,body care
9697,no locomotion,body care
9698,no locomotion,body care
9699,no locomotion,body care
9700,ter. locomotion,forage
9701,ter. locomotion,forage
9702,ter. locomotion,forage
9703,ter. locomotion,forage
9704,ter. locomotion,forage
9705,no locomotion,body care
9706,ter. locomotion,forage
9707,ter. locomotion,forage
9708,no locomotion,stand
9709,no locomotion,stand
9710,no locomotion,stand
9711,no locomotion,stand
9712,no locomotion,stand
9713,no locomotion,stand
9714,no locomotion,sit
9715,ter. locomotion,forage
9716,no locomotion,stand
9717,no locomotion,stand
9718,no locomotion,stand
9719,no locomotion,stand
9720,no locomotion,stand
9721,no locomotion,body care
9722,no locomotion,body care
9723,no locomotion,stand
9724,no locomotion,sit
9725,ter. locomotion,forage
9726,no locomotion,body care
9727,no locomotion,stand
9728,no locomotion,stand
9729,ter. locomotion,forage
9730,ter. locomotion,forage
9731,no locomotion,body care
9732,no locomotion,body care
9733,no locomotion,body care
9734,ter. locomotion,forage
9735,ter. locomotion,forage
9736,ter. locomotion,forage
9737,no locomotion,body care
9738,no locomotion,body care
9739,ter. locomotion,forage
9740,ter. locomotion,forage
9741,ter. locomotion,forage
9742,ter. locomotion,forage
9743,ter. locomotion,forage
9744,ter. locomotion,forage
9745,no locomotion,body care
9746,ter. locomotion,forage
9747,ter. locomotion,forage
9748,ter. locomotion,forage
9749,no locomotion,sit
9750,ter. locomotion,forage
9751,ter. locomotion,forage
9752,no locomotion,body care
9753,ter. locomotion,forage
9754,ter. locomotion,forage
9755,ter. locomotion,forage
9756,ter. locomotion,forage
9757,ter. locomotion,forage
9758,no locomotion,sit
9759,no locomotion,sit
9760,no locomotion,body care
9761,no locomotion,sit
9762,no locomotion,sit
9763,no locomotion,sit
9764,no locomotion,sit
9765,no locomotion,sit
9766,no locomotion,body care
9767,no locomotion,body care
9768,ter. locomotion,forage
9769,ter. locomotion,forage
9770,ter. locomotion,forage
9771,ter. locomotion,forage
9772,ter. locomotion,forage
9773,no locomotion,stand
9774,no locomotion,body care
9775,ter. locomotion,body care
9776,no locomotion,body care
9777,no locomotion,body care
9778,no locomotion,stand
9779,no locomotion,stand
9780,no locomotion,sit
9781,no locomotion,body care
9782,ter. locomotion,forage
9783,ter. locomotion,forage
9784,fly,fly
9785,no locomotion,stand
9786,no locomotion,stand
9787,no locomotion,stand
9788,no locomotion,body care
9789,no locomotion,stand
9790,ter. locomotion,forage
9791,no locomotion,body care
9792,no locomotion,stand
9793,no locomotion,stand
9794,no locomotion,stand
9795,no locomotion,stand
9796,no locomotion,stand
9797,no locomotion,body care
9798,ter. locomotion,forage
9799,no locomotion,body care
9800,no locomotion,stand
9801,no locomotion,body care
9802,no locomotion,body care
9803,no locomotion,stand
9804,ter. locomotion,body care
9805,no locomotion,stand
9806,ter. locomotion,forage
9807,ter. locomotion,forage
9808,ter. locomotion,forage
9809,no locomotion,stand
9810,no locomotion,stand
9811,no locomotion,body care
9812,ter. locomotion,forage
9813,ter. locomotion,forage
9814,ter. locomotion,forage
9815,no locomotion,stand
9816,no locomotion,body care
9817,no locomotion,sit
9818,ter. locomotion,forage
9819,no locomotion,body care
9820,no locomotion,sit
9821,ter. locomotion,forage
9822,ter. locomotion,forage
9823,no locomotion,sit
9824,no locomotion,body care
9825,ter. locomotion,forage
9826,no locomotion,body care
9827,ter. locomotion,forage
9828,no locomotion,body care
9829,ter. locomotion,forage
9830,ter. locomotion,forage
9831,ter. locomotion,forage
9832,ter. locomotion,forage
9833,ter. locomotion,forage
9834,no locomotion,body care
9835,no locomotion,stand
9836,ter. locomotion,forage
9837,ter. locomotion,forage
9838,no locomotion,body care
9839,ter. locomotion,forage
9840,no locomotion,sit
9841,ter. locomotion,forage
9842,ter. locomotion,forage
9843,no locomotion,body care
9844,no locomotion,stand
9845,no locomotion,stand
9846,ter. locomotion,forage
9847,ter. locomotion,forage
9848,ter. locomotion,forage
9849,ter. locomotion,forage
9850,no locomotion,stand
9851,no locomotion,body care
9852,no locomotion,body care
9853,no locomotion,stand
9854,no locomotion,stand
9855,no locomotion,stand
9856,no locomotion,stand
9857,no locomotion,stand
9858,no locomotion,body care
9859,no locomotion,stand
9860,no locomotion,body care
9861,no locomotion,stand
9862,ter. locomotion,forage
9863,ter. locomotion,forage
9864,no locomotion,stand
9865,no locomotion,stand
9866,no locomotion,body care
9867,no locomotion,stand
9868,no locomotion,stand
9869,ter. locomotion,forage
9870,no locomotion,stand
9871,no locomotion,body care
9872,no locomotion,stand
9873,no locomotion,stand
9874,ter. locomotion,forage
9875,no locomotion,stand
9876,no locomotion,body care
9877,ter. locomotion,forage
9878,no locomotion,body care
9879,ter. locomotion,forage
9880,fly,fly
9881,ter. locomotion,forage
9882,ter. locomotion,forage
9883,ter. locomotion,forage
9884,ter. locomotion,forage
9885,ter. locomotion,forage
9886,ter. locomotion,forage
9887,no locomotion,stand
9888,ter. locomotion,forage
9889,ter. locomotion,forage
9890,ter. locomotion,forage
9891,no locomotion,body care
9892,ter. locomotion,forage
9893,ter. locomotion,forage
9894,ter. locomotion,forage
9895,no locomotion,sit
9896,no locomotion,stand
9897,no locomotion,sit
9898,ter. locomotion,forage
9899,no locomotion,body care
9900,no locomotion,body care
9901,ter. locomotion,forage
9902,no locomotion,sit
9903,no locomotion,sit
9904,ter. locomotion,forage
9905,no locomotion,sit
9906,ter. locomotion,forage
9907,ter. locomotion,forage
9908,ter. locomotion,forage
9909,no locomotion,stand
9910,ter. locomotion,forage
9911,ter. locomotion,forage
9912,no locomotion,sit
9913,fly,fly
9914,ter. locomotion,forage
9915,ter. locomotion,forage
9916,ter. locomotion,forage
9917,ter. locomotion,forage
9918,ter. locomotion,forage
9919,no locomotion,sit
9920,no locomotion,stand
9921,no locomotion,sit
9922,no locomotion,sit
9923,no locomotion,sit
9924,no locomotion,body care
9925,no locomotion,body care
9926,no locomotion,stand
9927,ter. locomotion,forage
9928,no locomotion,body care
9929,ter. locomotion,forage
9930,no locomotion,stand
9931,ter. locomotion,forage
9932,no locomotion,stand
9933,no locomotion,body care
9934,no locomotion,body care
9935,no locomotion,stand
9936,no locomotion,body care
9937,no locomotion,stand
9938,no locomotion,body care
9939,no locomotion,stand
9940,no locomotion,stand
9941,no locomotion,stand
9942,no locomotion,stand
9943,no locomotion,stand
9944,no locomotion,stand
9945,no locomotion,body care
9946,no locomotion,stand
9947,no locomotion,stand
9948,no locomotion,body care
9949,no locomotion,body care
9950,no locomotion,sit
9951,ter. locomotion,forage
9952,ter. locomotion,forage
9953,no locomotion,stand
9954,no locomotion,sit
9955,ter. locomotion,forage
9956,no locomotion,body care
9957,no locomotion,stand
9958,no locomotion,stand
9959,ter. locomotion,forage
9960,no locomotion,stand
9961,no locomotion,stand
9962,ter. locomotion,forage
9963,no locomotion,body care
9964,ter. locomotion,forage
9965,ter. locomotion,forage
9966,ter. locomotion,forage
9967,ter. locomotion,forage
9968,no locomotion,body care
9969,ter. locomotion,forage
9970,ter. locomotion,forage
9971,ter. locomotion,forage
9972,no locomotion,body care
9973,ter. locomotion,forage
9974,no locomotion,stand
9975,ter. locomotion,forage
9976,ter. locomotion,forage
9977,ter. locomotion,forage
9978,ter. locomotion,forage
9979,ter. locomotion,forage
9980,ter. locomotion,forage
9981,ter. locomotion,forage
9982,ter. locomotion,forage
9983,no locomotion,body care
9984,no locomotion,body care
9985,no locomotion,stand
9986,no locomotion,body care
9987,ter. locomotion,forage
9988,no locomotion,body care
9989,no locomotion,body care
9990,no locomotion,sit
9991,no locomotion,sit
9992,no locomotion,stand
9993,no locomotion,stand
9994,no locomotion,body care
9995,no locomotion,stand
9996,no locomotion,body care
9997,no locomotion,stand
9998,no locomotion,sit
9999,no locomotion,sit
10000,no locomotion,sit
10001,no locomotion,sit
10002,no locomotion,stand
10003,ter. locomotion,forage
10004,no locomotion,sit
10005,no locomotion,stand
10006,ter. locomotion,forage
10007,ter. locomotion,forage
10008,no locomotion,sit
10009,ter. locomotion,forage
10010,ter. locomotion,forage
10011,no locomotion,stand
10012,no locomotion,sit
10013,ter. locomotion,forage
10014,no locomotion,body care
10015,ter. locomotion,forage
10016,no locomotion,sit
10017,ter. locomotion,forage
10018,ter. locomotion,forage
10019,ter. locomotion,forage
10020,no locomotion,body care
10021,no locomotion,stand
10022,no locomotion,stand
10023,no locomotion,body care
10024,no locomotion,body care
10025,no locomotion,body care
10026,no locomotion,body care
10027,no locomotion,stand
10028,no locomotion,stand
10029,no locomotion,stand
10030,no locomotion,stand
10031,ter. locomotion,forage
10032,no locomotion,body care
10033,no locomotion,stand
10034,no locomotion,stand
10035,ter. locomotion,forage
10036,ter. locomotion,forage
10037,no locomotion,sit
10038,no locomotion,body care
10039,ter. locomotion,forage
10040,no locomotion,body care
10041,ter. locomotion,forage
10042,ter. locomotion,forage
10043,ter. locomotion,forage
10044,ter. locomotion,forage
10045,no locomotion,stand
10046,no locomotion,stand
10047,no locomotion,body care
10048,no locomotion,sit
10049,no locomotion,sit
10050,no locomotion,stand
10051,no locomotion,stand
10052,no locomotion,body care
10053,no locomotion,stand
10054,no locomotion,body care
10055,ter. locomotion,forage
10056,no locomotion,sit
10057,no locomotion,stand
10058,no locomotion,sit
10059,ter. locomotion,forage
10060,no locomotion,sit
10061,ter. locomotion,forage
10062,no locomotion,stand
10063,ter. locomotion,forage
10064,ter. locomotion,forage
10065,ter. locomotion,body care
10066,ter. locomotion,forage
10067,ter. locomotion,forage
10068,ter. locomotion,forage
10069,ter. locomotion,forage
10070,ter. locomotion,forage
10071,no locomotion,body care
10072,no locomotion,stand
10073,no locomotion,stand
10074,no locomotion,stand
10075,no locomotion,stand
10076,no locomotion,stand
10077,no locomotion,stand
10078,no locomotion,stand
10079,no locomotion,stand
10080,no locomotion,body care
10081,ter. locomotion,sit
10082,ter. locomotion,forage
10083,ter. locomotion,forage
10084,ter. locomotion,forage
10085,ter. locomotion,forage
10086,no locomotion,body care
10087,ter. locomotion,forage
10088,ter. locomotion,forage
10089,no locomotion,body care
10090,ter. locomotion,forage
10091,no locomotion,sit
10092,ter. locomotion,forage
10093,no locomotion,body care
10094,no locomotion,stand
10095,no locomotion,body care
10096,no locomotion,stand
10097,no locomotion,stand
10098,no locomotion,body care
10099,no locomotion,body care
10100,no locomotion,stand
10101,no locomotion,stand
10102,ter. locomotion,forage
10103,no locomotion,body care
10104,no locomotion,body care
10105,ter. locomotion,forage
10106,ter. locomotion,forage
10107,ter. locomotion,forage
10108,ter. locomotion,forage
10109,ter. locomotion,forage
10110,no locomotion,stand
10111,no locomotion,body care
10112,ter. locomotion,forage
10113,no locomotion,stand
10114,no locomotion,sit
10115,ter. locomotion,forage
10116,no locomotion,body care
10117,ter. locomotion,forage
10118,ter. locomotion,forage
10119,ter. locomotion,forage
10120,no locomotion,stand
10121,no locomotion,stand
10122,no locomotion,stand
10123,no locomotion,stand
10124,no locomotion,stand
10125,no locomotion,stand
10126,no locomotion,stand
10127,no locomotion,stand
10128,ter. locomotion,forage
10129,no locomotion,stand
10130,ter. locomotion,forage
10131,no locomotion,sit
10132,no locomotion,body care
10133,ter. locomotion,forage
10134,ter. locomotion,forage
10135,no locomotion,body care
10136,ter. locomotion,forage
10137,no locomotion,body care
10138,no locomotion,stand
10139,no locomotion,stand
10140,no locomotion,sit
10141,ter. locomotion,forage
10142,no locomotion,sit
10143,no locomotion,body care
10144,ter. locomotion,forage
10145,no locomotion,stand
10146,no locomotion,stand
10147,no locomotion,body care
10148,no locomotion,stand
10149,no locomotion,body care
10150,no locomotion,stand
10151,no locomotion,stand
10152,ter. locomotion,forage
10153,ter. locomotion,forage
10154,no locomotion,body care
10155,ter. locomotion,forage
10156,no locomotion,body care
10157,ter. locomotion,forage
10158,ter. locomotion,forage
10159,no locomotion,stand
10160,no locomotion,body care
10161,fly,fly
10162,ter. locomotion,forage
10163,ter. locomotion,forage
10164,no locomotion,body care
10165,ter. locomotion,forage
10166,ter. locomotion,forage
10167,no locomotion,stand
10168,no locomotion,stand
10169,no locomotion,stand
10170,ter. locomotion,forage
10171,ter. locomotion,forage
10172,no locomotion,stand
10173,no locomotion,stand
10174,no locomotion,stand
10175,no locomotion,stand
10176,no locomotion,stand
10177,no locomotion,stand
10178,ter. locomotion,forage
10179,ter. locomotion,forage
10180,ter. locomotion,forage
10181,ter. locomotion,forage
10182,no locomotion,body care
10183,ter. locomotion,forage
10184,no locomotion,body care
10185,no locomotion,body care
10186,ter. locomotion,forage
10187,ter. locomotion,forage
10188,no locomotion,stand
10189,fly,fly
10190,no locomotion,stand
10191,no locomotion,body care
10192,no locomotion,stand
10193,no locomotion,stand
10194,ter. locomotion,forage
10195,no locomotion,stand
10196,no locomotion,stand
10197,no locomotion,stand
10198,no locomotion,stand
10199,no locomotion,body care
10200,no locomotion,body care
10201,no locomotion,stand
10202,ter. locomotion,forage
10203,ter. locomotion,body care
10204,ter. locomotion,forage
10205,ter. locomotion,forage
10206,ter. locomotion,forage
10207,no locomotion,stand
10208,no locomotion,body care
10209,ter. locomotion,forage
10210,no locomotion,body care
10211,ter. locomotion,forage
10212,ter. locomotion,forage
10213,no locomotion,stand
10214,fly,fly
10215,no locomotion,stand
10216,no locomotion,stand
10217,no locomotion,stand
10218,no locomotion,stand
10219,no locomotion,stand
10220,no locomotion,body care
10221,no locomotion,stand
10222,no locomotion,stand
10223,no locomotion,stand
10224,no locomotion,stand
10225,no locomotion,stand
10226,no locomotion,body care
10227,ter. locomotion,forage
10228,no locomotion,body care
10229,ter. locomotion,forage
10230,no locomotion,stand
10231,no locomotion,stand
10232,ter. locomotion,forage
10233,ter. locomotion,forage
10234,no locomotion,sit
10235,ter. locomotion,forage
10236,no locomotion,body care
10237,no locomotion,body care
10238,ter. locomotion,forage
10239,no locomotion,sit
10240,no locomotion,stand
10241,no locomotion,body care
10242,no locomotion,stand
10243,no locomotion,stand
10244,no locomotion,stand
10245,no locomotion,sit
10246,no locomotion,stand
10247,no locomotion,stand
10248,no locomotion,body care
10249,ter. locomotion,forage
10250,no locomotion,body care
10251,ter. locomotion,forage
10252,no locomotion,body care
10253,no locomotion,stand
10254,no locomotion,body care
10255,ter. locomotion,forage
10256,no locomotion,body care
10257,no locomotion,body care
10258,no locomotion,body care
10259,ter. locomotion,forage
10260,no locomotion,stand
10261,no locomotion,stand
10262,no locomotion,body care
10263,no locomotion,stand
10264,no locomotion,stand
10265,no locomotion,stand
10266,no locomotion,body care
10267,no locomotion,body care
10268,no locomotion,stand
10269,no locomotion,stand
10270,no locomotion,stand
10271,no locomotion,stand
10272,no locomotion,stand
10273,no locomotion,stand
10274,no locomotion,body care
10275,ter. locomotion,forage
10276,ter. locomotion,forage
10277,fly,fly
10278,ter. locomotion,forage
10279,ter. locomotion,forage
10280,ter. locomotion,forage
10281,no locomotion,sit
10282,no locomotion,stand
10283,no locomotion,sit
10284,no locomotion,sit
10285,ter. locomotion,forage
10286,ter. locomotion,forage
10287,ter. locomotion,forage
10288,ter. locomotion,forage
10289,no locomotion,body care
10290,ter. locomotion,forage
10291,no locomotion,body care
10292,ter. locomotion,forage
10293,no locomotion,sit
10294,ter. locomotion,forage
10295,no locomotion,body care
10296,no locomotion,stand
10297,ter. locomotion,forage
10298,no locomotion,body care
10299,ter. locomotion,forage
10300,ter. locomotion,forage
10301,ter. locomotion,forage
10302,ter. locomotion,forage
10303,ter. locomotion,forage
10304,ter. locomotion,forage
10305,no locomotion,stand
10306,ter. locomotion,forage
10307,no locomotion,stand
10308,no locomotion,body care
10309,fly,fly
10310,no locomotion,stand
10311,no locomotion,stand
10312,no locomotion,stand
10313,no locomotion,body care
10314,no locomotion,body care
10315,no locomotion,stand
10316,no locomotion,stand
10317,ter. locomotion,forage
10318,no locomotion,stand
10319,no locomotion,body care
10320,no locomotion,body care
10321,ter. locomotion,forage
10322,ter. locomotion,forage
10323,ter. locomotion,forage
10324,ter. locomotion,forage
10325,no locomotion,body care
10326,no locomotion,stand
10327,ter. locomotion,forage
10328,ter. locomotion,forage
10329,no locomotion,sit
10330,no locomotion,body care
10331,ter. locomotion,forage
10332,no locomotion,sit
10333,ter. locomotion,forage
10334,no locomotion,body care
10335,no locomotion,sit
10336,no locomotion,body care
10337,ter. locomotion,forage
10338,ter. locomotion,forage
10339,no locomotion,stand
10340,no locomotion,body care
10341,no locomotion,stand
10342,no locomotion,stand
10343,no locomotion,stand
10344,no locomotion,body care
10345,no locomotion,sit
10346,no locomotion,sit
10347,ter. locomotion,forage
10348,ter. locomotion,forage
10349,no locomotion,body care
10350,ter. locomotion,forage
10351,ter. locomotion,forage
10352,ter. locomotion,forage
10353,ter. locomotion,forage
10354,no locomotion,stand
10355,ter. locomotion,forage
10356,no locomotion,body care
10357,no locomotion,body care
10358,no locomotion,stand
10359,no locomotion,body care
10360,ter. locomotion,forage
10361,no locomotion,stand
10362,no locomotion,stand
10363,no locomotion,stand
10364,no locomotion,stand
10365,no locomotion,body care
10366,no locomotion,stand
10367,ter. locomotion,forage
10368,ter. locomotion,forage
10369,ter. locomotion,forage
10370,no locomotion,stand
10371,no locomotion,body care
10372,no locomotion,body care
10373,ter. locomotion,forage
10374,no locomotion,stand
10375,ter. locomotion,forage
10376,ter. locomotion,forage
10377,ter. locomotion,forage
10378,no locomotion,sit
10379,no locomotion,sit
10380,no locomotion,body care
10381,ter. locomotion,forage
10382,ter. locomotion,forage
10383,no locomotion,sit
10384,ter. locomotion,forage
10385,ter. locomotion,forage
10386,ter. locomotion,forage
10387,ter. locomotion,forage
10388,ter. locomotion,forage
10389,no locomotion,sit
10390,no locomotion,sit
10391,no locomotion,sit
10392,no locomotion,body care
10393,no locomotion,stand
10394,no locomotion,stand
10395,no locomotion,stand
10396,no locomotion,body care
10397,ter. locomotion,forage
10398,ter. locomotion,forage
10399,ter. locomotion,forage
10400,ter. locomotion,forage
10401,no locomotion,body care
10402,ter. locomotion,forage
10403,ter. locomotion,forage
10404,fly,fly
10405,ter. locomotion,forage
10406,ter. locomotion,forage
10407,ter. locomotion,forage
10408,no locomotion,stand
10409,ter. locomotion,forage
10410,ter. locomotion,forage
10411,ter. locomotion,forage
10412,ter. locomotion,forage
10413,no locomotion,stand
10414,ter. locomotion,forage
10415,ter. locomotion,forage
10416,ter. locomotion,forage
10417,ter. locomotion,forage
10418,fly,fly
10419,no locomotion,stand
10420,no locomotion,stand
10421,ter. locomotion,forage
10422,ter. locomotion,forage
10423,no locomotion,body care
10424,ter. locomotion,forage
10425,ter. locomotion,forage
10426,no locomotion,sit
10427,no locomotion,sit
10428,ter. locomotion,forage
10429,no locomotion,sit
10430,no locomotion,sit
10431,no locomotion,sit
10432,no locomotion,sit
10433,no locomotion,sit
10434,no locomotion,body care
10435,no locomotion,sit
10436,no locomotion,sit
10437,ter. locomotion,forage
10438,no locomotion,sit
10439,no locomotion,body care
10440,no locomotion,sit
10441,no locomotion,sit
10442,no locomotion,body care
10443,no locomotion,stand
10444,no locomotion,stand
10445,no locomotion,body care
10446,no locomotion,body care
10447,no locomotion,body care
10448,ter. locomotion,forage
10449,no locomotion,stand
10450,ter. locomotion,forage
10451,no locomotion,body care
10452,ter. locomotion,forage
10453,ter. locomotion,forage
10454,no locomotion,body care
10455,no locomotion,stand
10456,ter. locomotion,forage
10457,no locomotion,stand
10458,no locomotion,stand
10459,ter. locomotion,forage
10460,no locomotion,body care
10461,ter. locomotion,forage
10462,ter. locomotion,forage
10463,fly,fly
10464,no locomotion,stand
10465,no locomotion,stand
10466,no locomotion,stand
10467,no locomotion,stand
10468,no locomotion,body care
10469,no locomotion,stand
10470,no locomotion,stand
10471,no locomotion,stand
10472,ter. locomotion,forage
10473,ter. locomotion,forage
10474,ter. locomotion,forage
10475,ter. locomotion,forage
10476,ter. locomotion,forage
10477,ter. locomotion,forage
10478,ter. locomotion,forage
10479,no locomotion,body care
10480,ter. locomotion,forage
10481,ter. locomotion,forage
10482,no locomotion,sit
10483,ter. locomotion,forage
10484,no locomotion,body care
10485,ter. locomotion,body care
10486,ter. locomotion,forage
10487,ter. locomotion,forage
10488,no locomotion,body care
10489,no locomotion,stand
10490,no locomotion,body care
10491,no locomotion,stand
10492,no locomotion,stand
10493,no locomotion,stand
10494,no locomotion,body care
10495,no locomotion,stand
10496,no locomotion,stand
10497,ter. locomotion,forage
10498,no locomotion,body care
10499,ter. locomotion,forage
10500,ter. locomotion,forage
10501,no locomotion,body care
10502,ter. locomotion,forage
10503,no locomotion,sit
10504,no locomotion,sit
10505,no locomotion,body care
10506,no locomotion,stand
10507,ter. locomotion,forage
10508,ter. locomotion,forage
10509,no locomotion,body care
10510,ter. locomotion,forage
10511,ter. locomotion,forage
10512,no locomotion,body care
10513,no locomotion,stand
10514,no locomotion,stand
10515,no locomotion,sit
10516,no locomotion,body care
10517,no locomotion,stand
10518,no locomotion,stand
10519,no locomotion,stand
10520,no locomotion,sit
10521,no locomotion,sit
10522,no locomotion,sit
10523,ter. locomotion,forage
10524,ter. locomotion,forage
10525,ter. locomotion,forage
10526,ter. locomotion,forage
10527,no locomotion,stand
10528,ter. locomotion,forage
10529,no locomotion,sit
10530,no locomotion,sit
10531,ter. locomotion,forage
10532,ter. locomotion,forage
10533,no locomotion,sit
10534,no locomotion,sit
10535,ter. locomotion,body care
10536,ter. locomotion,forage
10537,no locomotion,sit
10538,no locomotion,body care
10539,no locomotion,stand
10540,no locomotion,body care
10541,no locomotion,stand
10542,no locomotion,body care
10543,no locomotion,stand
10544,no locomotion,stand
10545,no locomotion,stand
10546,no locomotion,body care
10547,ter. locomotion,forage
10548,ter. locomotion,forage
10549,no locomotion,stand
10550,ter. locomotion,forage
10551,no locomotion,stand
10552,no locomotion,body care
10553,ter. locomotion,forage
10554,ter. locomotion,forage
10555,no locomotion,body care
10556,no locomotion,stand
10557,no locomotion,body care
10558,ter. locomotion,body care
10559,ter. locomotion,forage
10560,ter. locomotion,forage
10561,ter. locomotion,forage
10562,no locomotion,body care
10563,no locomotion,stand
10564,no locomotion,body care
10565,no locomotion,sit
10566,no locomotion,body care
10567,no locomotion,body care
10568,no locomotion,body care
10569,no locomotion,sit
10570,no locomotion,sit
10571,no locomotion,sit
10572,fly,fly
10573,ter. locomotion,forage
10574,no locomotion,body care
10575,ter. locomotion,forage
10576,ter. locomotion,forage
10577,ter. locomotion,forage
10578,ter. locomotion,forage
10579,ter. locomotion,forage
10580,no locomotion,sit
10581,ter. locomotion,forage
10582,no locomotion,sit
10583,ter. locomotion,forage
10584,ter. locomotion,forage
10585,no locomotion,stand
10586,no locomotion,stand
10587,no locomotion,stand
10588,no locomotion,stand
10589,no locomotion,stand
10590,ter. locomotion,forage
10591,ter. locomotion,forage
10592,no locomotion,stand
10593,no locomotion,body care
10594,no locomotion,body care
10595,no locomotion,stand
10596,ter. locomotion,forage
10597,no locomotion,body care
10598,no locomotion,stand
10599,ter. locomotion,forage
10600,ter. locomotion,forage
10601,no locomotion,sit
10602,no locomotion,sit
10603,ter. locomotion,forage
10604,no locomotion,body care
10605,ter. locomotion,forage
10606,no locomotion,sit
10607,no locomotion,body care
10608,no locomotion,stand
10609,no locomotion,stand
10610,no locomotion,stand
10611,no locomotion,sit
10612,no locomotion,sit
10613,no locomotion,sit
10614,no locomotion,body care
10615,no locomotion,body care
10616,no locomotion,sit
10617,no locomotion,sit
10618,no locomotion,sit
10619,no locomotion,sit
10620,ter. locomotion,forage
10621,ter. locomotion,forage
10622,ter. locomotion,forage
10623,no locomotion,sit
10624,ter. locomotion,forage
10625,no locomotion,body care
10626,ter. locomotion,forage
10627,no locomotion,body care
10628,no locomotion,stand
10629,no locomotion,body care
10630,no locomotion,stand
10631,no locomotion,stand
10632,no locomotion,stand
10633,no locomotion,body care
10634,no locomotion,stand
10635,no locomotion,stand
10636,no locomotion,body care
10637,no locomotion,stand
10638,no locomotion,stand
10639,no locomotion,body care
10640,ter. locomotion,forage
10641,ter. locomotion,forage
10642,ter. locomotion,forage
10643,no locomotion,body care
10644,ter. locomotion,forage
10645,ter. locomotion,forage
10646,ter. locomotion,forage
10647,ter. locomotion,forage
10648,ter. locomotion,forage
10649,ter. locomotion,forage
10650,ter. locomotion,forage
10651,ter. locomotion,forage
10652,ter. locomotion,forage
10653,no locomotion,body care
10654,no locomotion,stand
10655,no locomotion,stand
10656,no locomotion,stand
10657,no locomotion,sit
10658,no locomotion,stand
10659,ter. locomotion,forage
10660,ter. locomotion,forage
10661,no locomotion,stand
10662,ter. locomotion,forage
10663,ter. locomotion,forage
10664,ter. locomotion,forage
10665,ter. locomotion,forage
10666,no locomotion,stand
10667,ter. locomotion,forage
10668,no locomotion,body care
10669,ter. locomotion,forage
10670,ter. locomotion,forage
10671,ter. locomotion,forage
10672,no locomotion,stand
10673,no locomotion,body care
10674,ter. locomotion,forage
10675,no locomotion,body care
10676,no locomotion,body care
10677,no locomotion,stand
10678,no locomotion,stand
10679,no locomotion,stand
10680,no locomotion,stand
10681,no locomotion,body care
10682,no locomotion,stand
10683,no locomotion,body care
10684,no locomotion,body care
10685,no locomotion,stand
10686,ter. locomotion,forage
10687,ter. locomotion,forage
10688,ter. locomotion,forage
10689,ter. locomotion,forage
10690,no locomotion,body care
10691,ter. locomotion,forage
10692,ter. locomotion,forage
10693,ter. locomotion,forage
10694,ter. locomotion,forage
10695,no locomotion,stand
10696,no locomotion,sit
10697,no locomotion,sit
10698,no locomotion,sit
10699,no locomotion,sit
10700,no locomotion,body care
10701,no locomotion,stand
10702,ter. locomotion,forage
10703,no locomotion,stand
10704,no locomotion,stand
10705,no locomotion,body care
10706,no locomotion,stand
10707,no locomotion,sit
10708,ter. locomotion,forage
10709,no locomotion,stand
10710,no locomotion,stand
10711,ter. locomotion,forage
10712,no locomotion,stand
10713,no locomotion,stand
10714,ter. locomotion,forage
10715,ter. locomotion,forage
10716,ter. locomotion,forage
10717,ter. locomotion,forage
10718,no locomotion,stand
10719,no locomotion,stand
10720,no locomotion,stand
10721,no locomotion,stand
10722,no locomotion,stand
10723,no locomotion,stand
10724,no locomotion,stand
10725,no locomotion,stand
10726,no locomotion,stand
10727,no locomotion,stand
10728,no locomotion,body care
10729,no locomotion,stand
10730,no locomotion,stand
10731,no locomotion,body care
10732,no locomotion,stand
10733,ter. locomotion,forage
10734,no locomotion,stand
10735,no locomotion,stand
10736,ter. locomotion,forage
10737,ter. locomotion,forage
10738,no locomotion,body care
10739,ter. locomotion,forage
10740,ter. locomotion,forage
10741,no locomotion,body care
10742,no locomotion,sit
10743,no locomotion,stand
10744,no locomotion,stand
10745,no locomotion,body care
10746,no locomotion,body care
10747,no locomotion,sit
10748,no locomotion,body care
10749,no locomotion,body care
10750,no locomotion,stand
10751,no locomotion,stand
10752,no locomotion,stand
10753,no locomotion,sit
10754,no locomotion,stand
10755,no locomotion,body care
10756,no locomotion,body care
10757,no locomotion,stand
10758,ter. locomotion,forage
10759,ter. locomotion,forage
10760,no locomotion,stand
10761,ter. locomotion,forage
10762,ter. locomotion,forage
10763,no locomotion,body care
10764,ter. locomotion,forage
10765,ter. locomotion,forage
10766,no locomotion,body care
10767,no locomotion,body care
10768,no locomotion,body care
10769,no locomotion,stand
10770,ter. locomotion,forage
10771,ter. locomotion,forage
10772,no locomotion,stand
10773,no locomotion,stand
10774,no locomotion,stand
10775,no locomotion,stand
10776,no locomotion,stand
10777,no locomotion,body care
10778,ter. locomotion,forage
10779,no locomotion,stand
10780,ter. locomotion,forage
10781,ter. locomotion,forage
10782,ter. locomotion,forage
10783,no locomotion,stand
10784,no locomotion,stand
10785,ter. locomotion,forage
10786,ter. locomotion,forage
10787,no locomotion,body care
10788,ter. locomotion,forage
10789,ter. locomotion,forage
